Departamento;Provincia;Distrito;Pobreza
LORETO;ALTO AMAZONAS                                     ;YURIMAGUAS                                        ;53.29
LORETO;ALTO AMAZONAS                                     ;BALSAPUERTO                                       ;58.43
LORETO;ALTO AMAZONAS                                     ;JEBEROS                                           ;84.84
LORETO;ALTO AMAZONAS                                     ;LAGUNAS                                           ;79.12
LORETO;ALTO AMAZONAS                                     ;SANTA CRUZ                                        ;75.89
LORETO;ALTO AMAZONAS                                     ;TENIENTE CESAR LOPEZ ROJAS                        ;46.25
LORETO;LORETO                                            ;NAUTA                                             ;70.63
LORETO;LORETO                                            ;PARINARI                                          ;80.30
LORETO;LORETO                                            ;TIGRE                                             ;57.21
LORETO;LORETO                                            ;TROMPETEROS                                       ;60.13
LORETO;LORETO                                            ;URARINAS                                          ;69.15
LORETO;MARISCAL RAMÓN CASTILLA                           ;RAMÓN CASTILLA                                    ;78.06
LORETO;MARISCAL RAMÓN CASTILLA                           ;PEBAS                                             ;75.80
LORETO;MARISCAL RAMÓN CASTILLA                           ;YAVARÍ                                            ;72.29
LORETO;MARISCAL RAMÓN CASTILLA                           ;SAN PABLO                                         ;73.44
LORETO;REQUENA                                           ;REQUENA                                           ;59.86
LORETO;REQUENA                                           ;ALTO TAPICHE                                      ;82.24
LORETO;REQUENA                                           ;CAPELO                                            ;61.11
LORETO;REQUENA                                           ;EMILIO SAN MARTÍN                                 ;78.96
LORETO;REQUENA                                           ;MAQUIA                                            ;82.15
LORETO;REQUENA                                           ;PUINAHUA                                          ;77.53
LORETO;REQUENA                                           ;SAQUENA                                           ;53.63
LORETO;REQUENA                                           ;SOPLÍN                                            ;64.44
LORETO;REQUENA                                           ;TAPICHE                                           ;64.29
LORETO;REQUENA                                           ;JENARO HERRERA                                    ;86.29
LORETO;REQUENA                                           ;YAQUERANA                                         ;71.88
LORETO;UCAYALI                                           ;CONTAMANA                                         ;60.76
LORETO;UCAYALI                                           ;INAHUAYA                                          ;70.04
LORETO;UCAYALI                                           ;PADRE MARQUEZ                                     ;62.85
LORETO;UCAYALI                                           ;PAMPA HERMOSA                                     ;57.11
LORETO;UCAYALI                                           ;SARAYACU                                          ;76.41
LORETO;UCAYALI                                           ;VARGAS GUERRA                                     ;68.32
LORETO;DATEM DEL MARAÑÓN                                 ;BARRANCA                                          ;64.67
LORETO;DATEM DEL MARAÑÓN                                 ;CAHUAPANAS                                        ;86.98
LORETO;DATEM DEL MARAÑÓN                                 ;MANSERICHE                                        ;75.21
LORETO;DATEM DEL MARAÑÓN                                 ;MORONA                                            ;82.38
LORETO;DATEM DEL MARAÑÓN                                 ;PASTAZA                                           ;75.92
LORETO;DATEM DEL MARAÑÓN                                 ;ANDOAS                                            ;89.83
MADRE DE DIOS;TAMBOPATA                                         ;TAMBOPATA                                         ;11.47
MADRE DE DIOS;TAMBOPATA                                         ;INAMBARI                                          ;9.51
MADRE DE DIOS;TAMBOPATA                                         ;LAS PIEDRAS                                       ;21.63
MADRE DE DIOS;TAMBOPATA                                         ;LABERINTO                                         ;12.87
MADRE DE DIOS;MANU                                              ;MANU                                              ;31.66
MADRE DE DIOS;MANU                                              ;FITZCARRALD                                       ;25.22
MADRE DE DIOS;MANU                                              ;MADRE DE DIOS                                     ;6.84
MADRE DE DIOS;MANU                                              ;HUEPETUHE                                         ;8.07
MADRE DE DIOS;TAHUAMANU                                         ;IÑAPARI                                           ;10.98
MADRE DE DIOS;TAHUAMANU                                         ;IBERIA                                            ;22.10
MADRE DE DIOS;TAHUAMANU                                         ;TAHUAMANU                                         ;11.84
MOQUEGUA;MARISCAL NIETO                                    ;MOQUEGUA                                          ;15.65
MOQUEGUA;MARISCAL NIETO                                    ;CARUMAS                                           ;49.87
MOQUEGUA;MARISCAL NIETO                                    ;CUCHUMBAYA                                        ;31.36
MOQUEGUA;MARISCAL NIETO                                    ;SAMEGUA                                           ;17.50
MOQUEGUA;MARISCAL NIETO                                    ;SAN CRISTOBAL                                     ;34.37
MOQUEGUA;MARISCAL NIETO                                    ;TORATA                                            ;11.13
MOQUEGUA;GENERAL SÁNCHEZ CERRO                             ;OMATE                                             ;11.51
MOQUEGUA;GENERAL SÁNCHEZ CERRO                             ;CHOJATA                                           ;31.48
MOQUEGUA;GENERAL SÁNCHEZ CERRO                             ;COALAQUE                                          ;26.56
MOQUEGUA;GENERAL SÁNCHEZ CERRO                             ;ICHUÑA                                            ;50.06
MOQUEGUA;GENERAL SÁNCHEZ CERRO                             ;LA CAPILLA                                        ;15.36
MOQUEGUA;GENERAL SÁNCHEZ CERRO                             ;LLOQUE                                            ;24.55
MOQUEGUA;GENERAL SÁNCHEZ CERRO                             ;MATALAQUÉ                                         ;16.51
MOQUEGUA;GENERAL SÁNCHEZ CERRO                             ;PUQUINA                                           ;46.23
MOQUEGUA;GENERAL SÁNCHEZ CERRO                             ;QUINISTAQUILLAS                                   ;10.64
MOQUEGUA;GENERAL SÁNCHEZ CERRO                             ;UBINAS                                            ;28.67
MOQUEGUA;GENERAL SÁNCHEZ CERRO                             ;YUNGA                                             ;31.54
MOQUEGUA;ILO                                               ;ILO                                               ;12.67
MOQUEGUA;ILO                                               ;EL ALGARROBAL                                     ;9.61
MOQUEGUA;ILO                                               ;PACOCHA                                           ;0.28
PASCO;PASCO                                             ;CHAUPIMARCA                                       ;44.58
PASCO;PASCO                                             ;HUACHÓN                                           ;64.36
PASCO;PASCO                                             ;HUARIACA                                          ;30.57
PASCO;PASCO                                             ;HUAYLLAY                                          ;60.80
PASCO;PASCO                                             ;NINACACA                                          ;64.66
PASCO;PASCO                                             ;PALLANCHACRA                                      ;80.34
PASCO;PASCO                                             ;PAUCARTAMBO                                       ;62.92
PASCO;PASCO                                             ;SAN FRANCISCO DE ASÍS DE YARUSYACÁN               ;52.44
PASCO;PASCO                                             ;SIMON BOLÍVAR                                     ;35.76
PASCO;PASCO                                             ;TICLACAYAN                                        ;80.50
PASCO;PASCO                                             ;TINYAHUARCO                                       ;23.40
PASCO;PASCO                                             ;VICCO                                             ;39.26
PASCO;PASCO                                             ;YANACANCHA                                        ;36.58
PASCO;DANIEL ALCIDES CARRIÓN                            ;YANAHUANCA                                        ;65.50
PASCO;DANIEL ALCIDES CARRIÓN                            ;CHACAYÁN                                          ;74.62
PASCO;DANIEL ALCIDES CARRIÓN                            ;GOYLLARISQUIZGA                                   ;49.30
PASCO;DANIEL ALCIDES CARRIÓN                            ;PAUCAR                                            ;78.14
PASCO;DANIEL ALCIDES CARRIÓN                            ;SAN PEDRO DE PILLAO                               ;73.92
PASCO;DANIEL ALCIDES CARRIÓN                            ;SANTA ANA DE TUSI                                 ;76.49
PASCO;DANIEL ALCIDES CARRIÓN                            ;TAPUC                                             ;65.11
PASCO;DANIEL ALCIDES CARRIÓN                            ;VILCABAMBA                                        ;74.84
PASCO;OXAPAMPA                                          ;OXAPAMPA                                          ;50.32
PASCO;OXAPAMPA                                          ;CHONTABAMBA                                       ;23.68
PASCO;OXAPAMPA                                          ;HUANCABAMBA                                       ;50.91
PASCO;OXAPAMPA                                          ;PALCAZU                                           ;45.72
PASCO;OXAPAMPA                                          ;POZUZO                                            ;43.34
PASCO;OXAPAMPA                                          ;PUERTO BERMUDEZ                                   ;84.52
PASCO;OXAPAMPA                                          ;VILLA RICA                                        ;53.77
PASCO;OXAPAMPA                                          ;CONSTITUCIÓN   6/                                    ;78.36
PIURA;PIURA                                             ;PIURA                                             ;16.91
PIURA;PIURA                                             ;CASTILLA                                          ;20.66
PIURA;PIURA                                             ;CATACAOS                                          ;54.85
PIURA;PIURA                                             ;CURA MORI                                         ;62.25
PIURA;PIURA                                             ;EL TALLÁN                                         ;79.88
PIURA;PIURA                                             ;LA ARENA                                          ;58.01
PIURA;PIURA                                             ;LA UNIÓN                                          ;45.73
PIURA;PIURA                                             ;LAS LOMAS                                         ;49.56
PIURA;PIURA                                             ;TAMBO GRANDE                                      ;43.77
PIURA;AYABACA                                           ;AYABACA                                           ;69.43
PIURA;AYABACA                                           ;FRIAS                                             ;72.61
PIURA;AYABACA                                           ;JILILI                                            ;57.88
PIURA;AYABACA                                           ;LAGUNAS                                           ;89.91
PIURA;AYABACA                                           ;MONTERO                                           ;55.90
PIURA;AYABACA                                           ;PACAIPAMPA                                        ;88.19
PIURA;AYABACA                                           ;PAIMAS                                            ;64.96
PIURA;AYABACA                                           ;SAPILLICA                                         ;82.70
PIURA;AYABACA                                           ;SICCHEZ                                           ;61.05
PIURA;AYABACA                                           ;SUYO                                              ;57.59
PIURA;HUANCABAMBA                                       ;HUANCABAMBA                                       ;67.92
PIURA;HUANCABAMBA                                       ;CANCHAQUE                                         ;61.08
PIURA;HUANCABAMBA                                       ;EL CARMEN DE LA FRONTERA                          ;71.27
PIURA;HUANCABAMBA                                       ;HUARMACA                                          ;86.81
PIURA;HUANCABAMBA                                       ;LALAQUIZ                                          ;80.81
PIURA;HUANCABAMBA                                       ;SAN MIGUEL DE EL FAIQUE                           ;69.66
PIURA;HUANCABAMBA                                       ;SONDOR                                            ;74.03
PIURA;HUANCABAMBA                                       ;SONDORILLO                                        ;77.81
PIURA;MORROPÓN                                          ;CHULUCANAS                                        ;43.86
PIURA;MORROPÓN                                          ;BUENOS AIRES                                      ;52.56
PIURA;MORROPÓN                                          ;CHALACO                                           ;65.21
PIURA;MORROPÓN                                          ;LA MATANZA                                        ;55.00
PIURA;MORROPÓN                                          ;MORROPÓN                                          ;61.60
PIURA;MORROPÓN                                          ;SALITRAL                                          ;71.05
PIURA;MORROPÓN                                          ;SAN JUAN DE BIGOTE                                ;62.96
PIURA;MORROPÓN                                          ;SANTA CATALINA DE MOSSA                           ;62.51
PIURA;MORROPÓN                                          ;SANTO DOMINGO                                     ;60.64
PIURA;MORROPÓN                                          ;YAMANGO                                           ;65.74
PIURA;PAITA                                             ;PAITA                                             ;27.04
PIURA;PAITA                                             ;AMOTAPE                                           ;50.80
PIURA;PAITA                                             ;ARENAL                                            ;69.23
PIURA;PAITA                                             ;COLÁN                                             ;33.49
PIURA;PAITA                                             ;LA HUACA                                          ;28.11
PIURA;PAITA                                             ;TAMARINDO                                         ;60.02
PIURA;PAITA                                             ;VICHAYAL                                          ;66.98
PIURA;SULLANA                                           ;SULLANA                                           ;30.20
PIURA;SULLANA                                           ;BELLAVISTA                                        ;28.14
PIURA;SULLANA                                           ;IGNACIO ESCUDERO                                  ;48.13
PIURA;SULLANA                                           ;LANCONES                                          ;72.49
PIURA;SULLANA                                           ;MARCAVELICA                                       ;38.52
PIURA;SULLANA                                           ;MIGUEL CHECA                                      ;34.22
PIURA;SULLANA                                           ;QUERECOTILLO                                      ;38.09
PIURA;SULLANA                                           ;SALITRAL                                          ;33.57
PIURA;TALARA                                            ;PARIÑAS                                           ;17.95
PIURA;TALARA                                            ;EL ALTO                                           ;13.44
PIURA;TALARA                                            ;LA BREA                                           ;33.66
PIURA;TALARA                                            ;LOBITOS                                           ;27.34
PIURA;TALARA                                            ;LOS ÓRGANOS                                       ;24.98
PIURA;TALARA                                            ;MÁNCORA                                           ;45.83
PIURA;SECHURA                                           ;SECHURA                                           ;34.15
PIURA;SECHURA                                           ;BELLAVISTA DE LA UNIÓN                            ;37.32
PIURA;SECHURA                                           ;BERNAL                                            ;39.73
PIURA;SECHURA                                           ;CRISTO NOS VALGA                                  ;61.92
PIURA;SECHURA                                           ;VICE                                              ;41.82
PIURA;SECHURA                                           ;RINCONADA LLICUAR                                 ;31.37
PUNO;PUNO                                              ;PUNO                                              ;36.15
PUNO;PUNO                                              ;ACORA                                             ;73.92
PUNO;PUNO                                              ;AMANTANI                                          ;77.67
PUNO;PUNO                                              ;ATUNCOLLA                                         ;81.87
PUNO;PUNO                                              ;CAPACHICA                                         ;63.38
PUNO;PUNO                                              ;CHUCUITO                                          ;56.22
PUNO;PUNO                                              ;COATA                                             ;48.23
PUNO;PUNO                                              ;HUATA                                             ;47.13
PUNO;PUNO                                              ;MAÑAZO                                            ;69.06
PUNO;PUNO                                              ;PAUCARCOLLA                                       ;78.78
PUNO;PUNO                                              ;PICHACANI                                         ;74.19
PUNO;PUNO                                              ;PLATERIA                                          ;57.15
PUNO;PUNO                                              ;SAN ANTONIO                                       ;92.19
PUNO;PUNO                                              ;TIQUILLACA                                        ;60.90
PUNO;PUNO                                              ;VILQUE                                            ;50.12
PUNO;AZÁNGARO                                          ;AZÁNGARO                                          ;56.39
PUNO;AZÁNGARO                                          ;ACHAYA                                            ;78.02
PUNO;AZÁNGARO                                          ;ARAPA                                             ;59.62
PUNO;AZÁNGARO                                          ;ASILLO                                            ;71.16
PUNO;AZÁNGARO                                          ;CAMINACA                                          ;85.76
PUNO;AZÁNGARO                                          ;CHUPA                                             ;69.86
PUNO;AZÁNGARO                                          ;JOSÉ DOMINGO CHOQUEHUANCA                         ;54.68
PUNO;AZÁNGARO                                          ;MUÑANI                                            ;54.25
PUNO;AZÁNGARO                                          ;POTONI                                            ;69.14
PUNO;AZÁNGARO                                          ;SAMÁN                                             ;84.35
PUNO;AZÁNGARO                                          ;SAN ANTÓN                                         ;55.08
PUNO;AZÁNGARO                                          ;SAN JOSÉ                                          ;70.02
PUNO;AZÁNGARO                                          ;SAN JUAN DE SALINAS                               ;60.49
PUNO;AZÁNGARO                                          ;SANTIAGO DE PUPUJA                                ;52.57
PUNO;AZÁNGARO                                          ;TIRAPATA                                          ;80.55
PUNO;CARABAYA                                          ;MACUSANI                                          ;59.14
PUNO;CARABAYA                                          ;AJOYANI                                           ;88.36
PUNO;CARABAYA                                          ;AYAPATA                                           ;79.21
PUNO;CARABAYA                                          ;COASA                                             ;73.48
PUNO;CARABAYA                                          ;CORANI                                            ;91.50
PUNO;CARABAYA                                          ;CRUCERO                                           ;78.97
PUNO;CARABAYA                                          ;ITUATA                                            ;68.97
PUNO;CARABAYA                                          ;OLLACHEA                                          ;91.94
PUNO;CARABAYA                                          ;SAN GABÁN                                         ;34.17
PUNO;CARABAYA                                          ;USICAYOS                                          ;96.88
PUNO;CHUCUITO                                          ;JULI                                              ;62.05
PUNO;CHUCUITO                                          ;DESAGUADERO                                       ;55.54
PUNO;CHUCUITO                                          ;HUACULLANI                                        ;48.68
PUNO;CHUCUITO                                          ;KELLUYO                                           ;82.89
PUNO;CHUCUITO                                          ;PISACOMA                                          ;57.45
PUNO;CHUCUITO                                          ;POMATA                                            ;84.04
PUNO;CHUCUITO                                          ;ZEPITA                                            ;68.61
PUNO;EL COLLAO                                         ;ILAVE                                             ;66.29
PUNO;EL COLLAO                                         ;CAPAZO                                            ;29.36
PUNO;EL COLLAO                                         ;PILCUYO                                           ;80.90
PUNO;EL COLLAO                                         ;SANTA ROSA                                        ;59.09
PUNO;EL COLLAO                                         ;CONDURIRI                                         ;73.94
PUNO;HUANCANÉ                                          ;HUANCANÉ                                          ;72.41
PUNO;HUANCANÉ                                          ;COJATA                                            ;63.98
PUNO;HUANCANÉ                                          ;HUATASANI                                         ;77.10
PUNO;HUANCANÉ                                          ;INCHUPALLA                                        ;69.72
PUNO;HUANCANÉ                                          ;PUSI                                              ;56.02
PUNO;HUANCANÉ                                          ;ROSASPATA                                         ;79.30
PUNO;HUANCANÉ                                          ;TARACO                                            ;53.42
PUNO;HUANCANÉ                                          ;VILQUE CHICO                                      ;71.55
PUNO;LAMPA                                             ;LAMPA                                             ;57.78
PUNO;LAMPA                                             ;CABANILLA                                         ;48.56
PUNO;LAMPA                                             ;CALAPUJA                                          ;77.46
PUNO;LAMPA                                             ;NICASIO                                           ;55.04
PUNO;LAMPA                                             ;OCUVIRI                                           ;60.13
PUNO;LAMPA                                             ;PALCA                                             ;57.42
PUNO;LAMPA                                             ;PARATIA                                           ;76.03
PUNO;LAMPA                                             ;PUCARÁ                                            ;56.59
PUNO;LAMPA                                             ;SANTA LUCÍA                                       ;69.97
PUNO;LAMPA                                             ;VILAVILA                                          ;91.23
PUNO;MELGAR                                            ;AYAVIRI                                           ;42.76
PUNO;MELGAR                                            ;ANTAUTA                                           ;59.51
PUNO;MELGAR                                            ;CUPI                                              ;86.06
PUNO;MELGAR                                            ;LLALLI                                            ;68.69
PUNO;MELGAR                                            ;MACARI                                            ;72.13
PUNO;MELGAR                                            ;NUÑOA                                             ;80.48
PUNO;MELGAR                                            ;ORURILLO                                          ;76.75
PUNO;MELGAR                                            ;SANTA ROSA                                        ;76.70
PUNO;MELGAR                                            ;UMACHIRI                                          ;78.69
PUNO;MOHO                                              ;MOHO                                              ;80.89
PUNO;MOHO                                              ;CONIMA                                            ;79.16
PUNO;MOHO                                              ;HUAYRAPATA                                        ;85.01
PUNO;MOHO                                              ;TILALI                                            ;72.59
PUNO;SAN ANTONIO DE PUTINA                             ;PUTINA                                            ;48.36
PUNO;SAN ANTONIO DE PUTINA                             ;ANANEA                                            ;33.62
PUNO;SAN ANTONIO DE PUTINA                             ;PEDRO VILCA APAZA                                 ;75.05
PUNO;SAN ANTONIO DE PUTINA                             ;QUILCAPUNCU                                       ;70.60
PUNO;SAN ANTONIO DE PUTINA                             ;SINA                                              ;64.89
PUNO;SAN ROMÁN                                         ;JULIACA                                           ;40.00
PUNO;SAN ROMÁN                                         ;CABANA                                            ;43.91
PUNO;SAN ROMÁN                                         ;CABANILLAS                                        ;41.10
PUNO;SAN ROMÁN                                         ;CARACOTO                                          ;77.88
PUNO;SANDIA                                            ;SANDIA                                            ;71.75
PUNO;SANDIA                                            ;CUYOCUYO                                          ;89.43
PUNO;SANDIA                                            ;LIMBANI                                           ;76.87
PUNO;SANDIA                                            ;PATAMBUCO                                         ;90.67
PUNO;SANDIA                                            ;PHARA                                             ;77.93
PUNO;SANDIA                                            ;QUIACA                                            ;73.53
PUNO;SANDIA                                            ;SAN JUAN DEL ORO                                  ;41.12
PUNO;SANDIA                                            ;YANAHUAYA                                         ;42.92
PUNO;SANDIA                                            ;ALTO INAMBARI                                     ;43.64
PUNO;SANDIA                                            ;SAN PEDRO DE PUTINA PUNCO                         ;17.78
PUNO;YUNGUYO                                           ;YUNGUYO                                           ;52.50
PUNO;YUNGUYO                                           ;ANAPIA                                            ;37.86
PUNO;YUNGUYO                                           ;COPANI                                            ;62.72
PUNO;YUNGUYO                                           ;CUTURAPI                                          ;64.51
PUNO;YUNGUYO                                           ;OLLARAYA                                          ;57.93
PUNO;YUNGUYO                                           ;TINICACHI                                         ;53.91
PUNO;YUNGUYO                                           ;UNICACHI                                          ;64.92
SAN MARTÍN;MOYOBAMBA                                         ;MOYOBAMBA                                         ;39.07
SAN MARTÍN;MOYOBAMBA                                         ;CALZADA                                           ;39.39
SAN MARTÍN;MOYOBAMBA                                         ;HABANA                                            ;16.78
SAN MARTÍN;MOYOBAMBA                                         ;JEPELACIO                                         ;53.33
SAN MARTÍN;MOYOBAMBA                                         ;SORITOR                                           ;51.20
SAN MARTÍN;MOYOBAMBA                                         ;YANTALO                                           ;26.37
SAN MARTÍN;BELLAVISTA                                        ;BELLAVISTA                                        ;26.14
SAN MARTÍN;BELLAVISTA                                        ;ALTO BIAVO                                        ;45.61
SAN MARTÍN;BELLAVISTA                                        ;BAJO BIAVO                                        ;40.79
SAN MARTÍN;BELLAVISTA                                        ;HUALLAGA                                          ;35.19
SAN MARTÍN;BELLAVISTA                                        ;SAN PABLO                                         ;67.59
SAN MARTÍN;BELLAVISTA                                        ;SAN RAFAEL                                        ;36.51
SAN MARTÍN;EL DORADO                                         ;SAN JOSÉ DE SISA                                  ;60.38
SAN MARTÍN;EL DORADO                                         ;AGUA BLANCA                                       ;43.21
SAN MARTÍN;EL DORADO                                         ;SAN MARTÍN                                        ;60.96
SAN MARTÍN;EL DORADO                                         ;SANTA ROSA                                        ;62.65
SAN MARTÍN;EL DORADO                                         ;SHATOJA                                           ;58.97
SAN MARTÍN;HUALLAGA                                          ;SAPOSOA                                           ;53.59
SAN MARTÍN;HUALLAGA                                          ;ALTO SAPOSOA                                      ;89.73
SAN MARTÍN;HUALLAGA                                          ;EL ESLABÓN                                        ;69.92
SAN MARTÍN;HUALLAGA                                          ;PISCOYACU                                         ;72.21
SAN MARTÍN;HUALLAGA                                          ;SACANCHE                                          ;16.02
SAN MARTÍN;HUALLAGA                                          ;TINGO DE SAPOSOA                                  ;26.20
SAN MARTÍN;LAMAS                                             ;LAMAS                                             ;53.96
SAN MARTÍN;LAMAS                                             ;ALONSO DE ALVARADO                                ;44.73
SAN MARTÍN;LAMAS                                             ;BARRANQUITA                                       ;75.72
SAN MARTÍN;LAMAS                                             ;CAYNARACHI                                        ;83.53
SAN MARTÍN;LAMAS                                             ;CUÑUMBUQUI                                        ;56.06
SAN MARTÍN;LAMAS                                             ;PINTO RECODO                                      ;51.33
SAN MARTÍN;LAMAS                                             ;RUMISAPA                                          ;23.87
SAN MARTÍN;LAMAS                                             ;SAN ROQUE DE CUMBAZA                              ;73.55
SAN MARTÍN;LAMAS                                             ;SHANAO                                            ;60.62
SAN MARTÍN;LAMAS                                             ;TABALOSOS                                         ;42.48
SAN MARTÍN;LAMAS                                             ;ZAPATERO                                          ;95.43
SAN MARTÍN;MARISCAL CÁCERES                                  ;JUANJUI                                           ;32.96
SAN MARTÍN;MARISCAL CÁCERES                                  ;CAMPANILLA                                        ;46.20
SAN MARTÍN;MARISCAL CÁCERES                                  ;HUICUNGO                                          ;71.91
SAN MARTÍN;MARISCAL CÁCERES                                  ;PACHIZA                                           ;38.30
SAN MARTÍN;MARISCAL CÁCERES                                  ;PAJARILLO                                         ;55.16
SAN MARTÍN;PICOTA                                            ;PICOTA                                            ;58.12
SAN MARTÍN;PICOTA                                            ;BUENOS AIRES                                      ;29.95
SAN MARTÍN;PICOTA                                            ;CASPISAPA                                         ;6.97
SAN MARTÍN;PICOTA                                            ;PILLUANA                                          ;43.02
SAN MARTÍN;PICOTA                                            ;PUCACACA                                          ;33.24
SAN MARTÍN;PICOTA                                            ;SAN CRISTOBAL                                     ;70.18
SAN MARTÍN;PICOTA                                            ;SAN HILARIÓN                                      ;26.32
SAN MARTÍN;PICOTA                                            ;SHAMBOYACU                                        ;32.02
SAN MARTÍN;PICOTA                                            ;TINGO DE PONASA                                   ;20.26
SAN MARTÍN;PICOTA                                            ;TRES UNIDOS                                       ;43.05
SAN MARTÍN;RIOJA                                             ;RIOJA                                             ;24.86
SAN MARTÍN;RIOJA                                             ;AWAJUN                                            ;67.47
SAN MARTÍN;RIOJA                                             ;ELIAS SOPLÍN VARGAS                               ;44.21
SAN MARTÍN;RIOJA                                             ;NUEVA CAJAMARCA                                   ;46.23
SAN MARTÍN;RIOJA                                             ;PARDO MIGUEL                                      ;47.21
SAN MARTÍN;RIOJA                                             ;POSIC                                             ;44.15
SAN MARTÍN;RIOJA                                             ;SAN FERNANDO                                      ;36.45
SAN MARTÍN;RIOJA                                             ;YORONGOS                                          ;31.50
SAN MARTÍN;RIOJA                                             ;YURACYACU                                         ;48.18
SAN MARTÍN;SAN MARTÍN                                        ;TARAPOTO                                          ;9.97
SAN MARTÍN;SAN MARTÍN                                        ;ALBERTO LEVEAU                                    ;40.77
SAN MARTÍN;SAN MARTÍN                                        ;CACATACHI                                         ;19.24
SAN MARTÍN;SAN MARTÍN                                        ;CHAZUTA                                           ;60.88
SAN MARTÍN;SAN MARTÍN                                        ;CHIPURANA                                         ;79.22
SAN MARTÍN;SAN MARTÍN                                        ;EL PORVENIR                                       ;64.84
SAN MARTÍN;SAN MARTÍN                                        ;HUIMBAYOC                                         ;68.40
SAN MARTÍN;SAN MARTÍN                                        ;JUAN GUERRA                                       ;25.11
SAN MARTÍN;SAN MARTÍN                                        ;LA BANDA DE SHILCAYO                              ;26.31
SAN MARTÍN;SAN MARTÍN                                        ;MORALES                                           ;23.24
SAN MARTÍN;SAN MARTÍN                                        ;PAPAPLAYA                                         ;57.57
SAN MARTÍN;SAN MARTÍN                                        ;SAN ANTONIO                                       ;13.74
SAN MARTÍN;SAN MARTÍN                                        ;SAUCE                                             ;92.48
SAN MARTÍN;SAN MARTÍN                                        ;SHAPAJA                                           ;46.35
SAN MARTÍN;TOCACHE                                           ;TOCACHE                                           ;27.70
SAN MARTÍN;TOCACHE                                           ;NUEVO PROGRESO                                    ;37.94
SAN MARTÍN;TOCACHE                                           ;POLVORA                                           ;18.38
SAN MARTÍN;TOCACHE                                           ;SHUNTE                                            ;62.50
SAN MARTÍN;TOCACHE                                           ;UCHIZA                                            ;21.64
TACNA;TACNA                                             ;TACNA                                             ;6.48
TACNA;TACNA                                             ;ALTO DE LA ALIANZA                                ;22.27
TACNA;TACNA                                             ;CALANA                                            ;14.52
TACNA;TACNA                                             ;CIUDAD NUEVA                                      ;23.59
TACNA;TACNA                                             ;INCLAN                                            ;5.95
TACNA;TACNA                                             ;PACHIA                                            ;19.73
TACNA;TACNA                                             ;PALCA                                             ;62.66
TACNA;TACNA                                             ;POCOLLAY                                          ;10.48
TACNA;TACNA                                             ;SAMA                                              ;11.21
TACNA;TACNA                                             ;CNEL. GREGORIO ALBARRACÍN LANCHIPA              ;14.25
TACNA;CANDARAVE                                         ;CANDARAVE                                         ;60.94
TACNA;CANDARAVE                                         ;CAIRANI                                           ;26.93
TACNA;CANDARAVE                                         ;CAMILACA                                          ;27.99
TACNA;CANDARAVE                                         ;CURIBAYA                                          ;13.91
TACNA;CANDARAVE                                         ;HUANUARA                                          ;39.07
TACNA;CANDARAVE                                         ;QUILAHUANI                                        ;48.97
TACNA;JORGE BASADRE                                     ;LOCUMBA                                           ;13.50
TACNA;JORGE BASADRE                                     ;ILABAYA                                           ;1.08
TACNA;JORGE BASADRE                                     ;ITE                                               ;6.95
TACNA;TARATA                                            ;TARATA                                            ;59.31
TACNA;TARATA                                            ;HÉROES ALBARRACÍN                                 ;54.94
TACNA;TARATA                                            ;ESTIQUE                                           ;33.25
TACNA;TARATA                                            ;ESTIQUE-PAMPA                                     ;29.04
TACNA;TARATA                                            ;SITAJARA                                          ;43.50
TACNA;TARATA                                            ;SUSAPAYA                                          ;29.45
TACNA;TARATA                                            ;TARUCACHI                                         ;23.98
TACNA;TARATA                                            ;TICACO                                            ;26.10
TUMBES;TUMBES                                            ;TUMBES                                            ;20.07
TUMBES;TUMBES                                            ;CORRALES                                          ;23.06
TUMBES;TUMBES                                            ;LA CRUZ                                           ;19.87
TUMBES;TUMBES                                            ;PAMPAS DE HOSPITAL                                ;31.09
TUMBES;TUMBES                                            ;SAN JACINTO                                       ;30.15
TUMBES;TUMBES                                            ;SAN JUAN DE LA VIRGEN                             ;27.97
TUMBES;CONTRALMIRANTE VILLAR                             ;ZORRITOS                                          ;12.78
TUMBES;CONTRALMIRANTE VILLAR                             ;CASITAS                                           ;17.04
TUMBES;CONTRALMIRANTE VILLAR                             ;CANOAS DE PUNTA SAL                               ;31.47
TUMBES;ZARUMILLA                                         ;ZARUMILLA                                         ;19.22
TUMBES;ZARUMILLA                                         ;AGUAS VERDES                                      ;18.73
TUMBES;ZARUMILLA                                         ;MATAPALO                                          ;17.10
TUMBES;ZARUMILLA                                         ;PAPAYAL                                           ;26.51
UCAYALI;CORONEL PORTILLO                                  ;CALLERÍA                                          ;14.88
